rxns_subSystems1	rxns_subSystems2
RE2644C	Transport, extracellular * Transport, mitochondrial * Tyrosine metabolism * Ubiquinone synthesis * Valine, leucine, and isoleucine metabolism * Valine, leucine, and isoleucine metabolism * Tyrosine metabolism
RE2649C	Transport, extracellular * Transport, mitochondrial * Tyrosine metabolism * Ubiquinone synthesis * Valine, leucine, and isoleucine metabolism * Tryptophan metabolism * Tyrosine metabolism
RE2649M	Transport, extracellular * Transport, mitochondrial * Tyrosine metabolism * Ubiquinone synthesis * Valine, leucine, and isoleucine metabolism * Tryptophan metabolism * Tyrosine metabolism
RE2651R	Transport, extracellular * Transport, mitochondrial * Tyrosine metabolism * Ubiquinone synthesis * Transport, mitochondrial * Ubiquinone synthesis * Transport, extracellular
RE2655R	Transport, extracellular * Transport, mitochondrial * Tyrosine metabolism * Ubiquinone synthesis * Transport, mitochondrial * Transport, mitochondrial * Transport, extracellular
RE2658C	Transport, extracellular * Transport, mitochondrial * Tyrosine metabolism * Ubiquinone synthesis * Transport, mitochondrial * Sphingolipid metabolism * Tyrosine metabolism
RE2658R	Transport, extracellular * Transport, mitochondrial * Tyrosine metabolism * Ubiquinone synthesis * Transport, mitochondrial * Sphingolipid metabolism * Transport, extracellular
RE2659R	Transport, extracellular * Transport, mitochondrial * Tyrosine metabolism * Ubiquinone synthesis * Transport, mitochondrial * Tryptophan metabolism * Transport, extracellular
RE2660C	Transport, extracellular * Transport, mitochondrial * Tyrosine metabolism * Ubiquinone synthesis * Ubiquinone synthesis * Tyrosine metabolism * Tyrosine metabolism
RE2660N	Transport, extracellular * Transport, mitochondrial * Tyrosine metabolism * Ubiquinone synthesis * Ubiquinone synthesis * Tyrosine metabolism * Tyrosine metabolism
RE2666C	Transport, extracellular * Transport, mitochondrial * Tyrosine metabolism * Ubiquinone synthesis * Ubiquinone synthesis * Ubiquinone synthesis * Tyrosine metabolism
RE2666G	Transport, extracellular * Transport, mitochondrial * Tyrosine metabolism * Ubiquinone synthesis * Ubiquinone synthesis * Ubiquinone synthesis * Taurine and hypotaurine metabolism
RE2675C	Transport, extracellular * Transport, mitochondrial * Tyrosine metabolism * Ubiquinone synthesis * Ubiquinone synthesis * Transport, mitochondrial * Tyrosine metabolism
RE2677C	Transport, extracellular * Transport, mitochondrial * Tyrosine metabolism * Ubiquinone synthesis * Ubiquinone synthesis * Ubiquinone synthesis * Tyrosine metabolism
RE2677E	Transport, extracellular * Transport, mitochondrial * Tyrosine metabolism * Ubiquinone synthesis * Ubiquinone synthesis * Ubiquinone synthesis * Transport, mitochondrial
RE2677G	Transport, extracellular * Transport, mitochondrial * Tyrosine metabolism * Ubiquinone synthesis * Ubiquinone synthesis * Ubiquinone synthesis * Taurine and hypotaurine metabolism
RE2677N	Transport, extracellular * Transport, mitochondrial * Tyrosine metabolism * Ubiquinone synthesis * Ubiquinone synthesis * Ubiquinone synthesis * Tyrosine metabolism
RE2677R	Transport, extracellular * Transport, mitochondrial * Tyrosine metabolism * Ubiquinone synthesis * Ubiquinone synthesis * Ubiquinone synthesis * Transport, extracellular
RE2705C	Transport, extracellular * Transport, mitochondrial * Tyrosine metabolism * Ubiquinone synthesis * Tyrosine metabolism * Transport, mitochondrial * Tyrosine metabolism
RE2717L	Transport, extracellular * Transport, mitochondrial * Tyrosine metabolism * Ubiquinone synthesis * Ubiquinone synthesis * Ubiquinone synthesis * Tyrosine metabolism
RE2759X	Transport, extracellular * Transport, mitochondrial * Tyrosine metabolism * Ubiquinone synthesis * Transport, mitochondrial * Tryptophan metabolism * Transport, extracellular
RE2766C	Transport, extracellular * Transport, mitochondrial * Tyrosine metabolism * Ubiquinone synthesis * Ubiquinone synthesis * Ubiquinone synthesis * Tyrosine metabolism
RE2799C	Transport, extracellular * Transport, mitochondrial * Tyrosine metabolism * Ubiquinone synthesis * Tryptophan metabolism * Tryptophan metabolism * Tyrosine metabolism
RE2814M	Transport, extracellular * Transport, mitochondrial * Tyrosine metabolism * Sphingolipid metabolism * Ubiquinone synthesis * Valine, leucine, and isoleucine metabolism * Tyrosine metabolism
RE2814R	Transport, extracellular * Transport, mitochondrial * Tyrosine metabolism * Sphingolipid metabolism * Ubiquinone synthesis * Valine, leucine, and isoleucine metabolism * Transport, extracellular
RE2888C	Transport, extracellular * Transport, mitochondrial * Tyrosine metabolism * Sphingolipid metabolism * Sphingolipid metabolism * Sphingolipid metabolism * Tyrosine metabolism
RE2898C	Transport, extracellular * Transport, mitochondrial * Tyrosine metabolism * Sphingolipid metabolism * Tryptophan metabolism * Sphingolipid metabolism * Tyrosine metabolism
RE2912M	Transport, extracellular * Transport, mitochondrial * Tyrosine metabolism * Tryptophan metabolism * Ubiquinone synthesis * Tyrosine metabolism * Tyrosine metabolism
RE2948C	Transport, extracellular * Transport, mitochondrial * Tyrosine metabolism * Tryptophan metabolism * Valine, leucine, and isoleucine metabolism * Sphingolipid metabolism * Tyrosine metabolism
RE2954C	Transport, extracellular * Transport, mitochondrial * Tyrosine metabolism * Tryptophan metabolism * Transport, mitochondrial * Valine, leucine, and isoleucine metabolism * Tyrosine metabolism
RE2958C	Transport, extracellular * Transport, mitochondrial * Tyrosine metabolism * Tryptophan metabolism * Transport, mitochondrial * Sphingolipid metabolism * Tyrosine metabolism
RE2972M	Transport, extracellular * Transport, mitochondrial * Tyrosine metabolism * Tryptophan metabolism * Ubiquinone synthesis * Tyrosine metabolism * Tyrosine metabolism
RE2973N	Transport, extracellular * Transport, mitochondrial * Tyrosine metabolism * Tryptophan metabolism * Ubiquinone synthesis * Transport, nuclear * Tyrosine metabolism
RE2974N	Transport, extracellular * Transport, mitochondrial * Tyrosine metabolism * Tryptophan metabolism * Ubiquinone synthesis * Valine, leucine, and isoleucine metabolism * Tyrosine metabolism
RE2985M	Transport, extracellular * Transport, mitochondrial * Tyrosine metabolism * Tryptophan metabolism * Sphingolipid metabolism * Transport, mitochondrial * Tyrosine metabolism
RE2985X	Transport, extracellular * Transport, mitochondrial * Tyrosine metabolism * Tryptophan metabolism * Sphingolipid metabolism * Transport, mitochondrial * Transport, extracellular
RE2986X	Transport, extracellular * Transport, mitochondrial * Tyrosine metabolism * Tryptophan metabolism * Sphingolipid metabolism * Ubiquinone synthesis * Transport, extracellular
RE2987X	Transport, extracellular * Transport, mitochondrial * Tyrosine metabolism * Tryptophan metabolism * Sphingolipid metabolism * Ubiquinone synthesis * Transport, extracellular
RE2988X	Transport, extracellular * Transport, mitochondrial * Tyrosine metabolism * Tryptophan metabolism * Sphingolipid metabolism * Sphingolipid metabolism * Transport, extracellular
RE2989X	Transport, extracellular * Transport, mitochondrial * Tyrosine metabolism * Tryptophan metabolism * Sphingolipid metabolism * Tryptophan metabolism * Transport, extracellular
RE2990X	Transport, extracellular * Transport, mitochondrial * Tyrosine metabolism * Tryptophan metabolism * Tryptophan metabolism * Tyrosine metabolism * Transport, extracellular
RE2991X	Transport, extracellular * Transport, mitochondrial * Tyrosine metabolism * Tryptophan metabolism * Tryptophan metabolism * Ubiquinone synthesis * Transport, extracellular
RE2992M	Transport, extracellular * Transport, mitochondrial * Tyrosine metabolism * Tryptophan metabolism * Tryptophan metabolism * Tyrosine metabolism * Tyrosine metabolism
RE2992X	Transport, extracellular * Transport, mitochondrial * Tyrosine metabolism * Tryptophan metabolism * Tryptophan metabolism * Tyrosine metabolism * Transport, extracellular
RE2993X	Transport, extracellular * Transport, mitochondrial * Tyrosine metabolism * Tryptophan metabolism * Tryptophan metabolism * Transport, nuclear * Transport, extracellular
RE2994X	Transport, extracellular * Transport, mitochondrial * Tyrosine metabolism * Tryptophan metabolism * Tryptophan metabolism * Valine, leucine, and isoleucine metabolism * Transport, extracellular
RE2996X	Transport, extracellular * Transport, mitochondrial * Tyrosine metabolism * Tryptophan metabolism * Tryptophan metabolism * Ubiquinone synthesis * Transport, extracellular
RE2997X	Transport, extracellular * Transport, mitochondrial * Tyrosine metabolism * Tryptophan metabolism * Tryptophan metabolism * Ubiquinone synthesis * Transport, extracellular
RE2998M	Transport, extracellular * Transport, mitochondrial * Tyrosine metabolism * Tryptophan metabolism * Tryptophan metabolism * Sphingolipid metabolism * Tyrosine metabolism
RE2999M	Transport, extracellular * Transport, mitochondrial * Tyrosine metabolism * Tryptophan metabolism * Tryptophan metabolism * Tryptophan metabolism * Tyrosine metabolism
RE3000M	Transport, extracellular * Transport, mitochondrial * Transport, nuclear * Tyrosine metabolism * Tyrosine metabolism * Tyrosine metabolism * Tyrosine metabolism
RE3001M	Transport, extracellular * Transport, mitochondrial * Transport, nuclear * Tyrosine metabolism * Tyrosine metabolism * Ubiquinone synthesis * Tyrosine metabolism
RE3002X	Transport, extracellular * Transport, mitochondrial * Transport, nuclear * Tyrosine metabolism * Tyrosine metabolism * Tyrosine metabolism * Transport, extracellular
RE3003M	Transport, extracellular * Transport, mitochondrial * Transport, nuclear * Tyrosine metabolism * Tyrosine metabolism * Transport, nuclear * Tyrosine metabolism
RE3004M	Transport, extracellular * Transport, mitochondrial * Transport, nuclear * Tyrosine metabolism * Tyrosine metabolism * Valine, leucine, and isoleucine metabolism * Tyrosine metabolism
RE3005M	Transport, extracellular * Transport, mitochondrial * Transport, nuclear * Tyrosine metabolism * Tyrosine metabolism * Transport, mitochondrial * Tyrosine metabolism
RE3006M	Transport, extracellular * Transport, mitochondrial * Transport, nuclear * Tyrosine metabolism * Tyrosine metabolism * Ubiquinone synthesis * Tyrosine metabolism
RE3009C	Transport, extracellular * Transport, mitochondrial * Transport, nuclear * Tyrosine metabolism * Tyrosine metabolism * Tryptophan metabolism * Tyrosine metabolism
RE3010C	Transport, extracellular * Transport, mitochondrial * Transport, nuclear * Tyrosine metabolism * Ubiquinone synthesis * Tyrosine metabolism * Tyrosine metabolism
RE3010M	Transport, extracellular * Transport, mitochondrial * Transport, nuclear * Tyrosine metabolism * Ubiquinone synthesis * Tyrosine metabolism * Tyrosine metabolism
RE3010X	Transport, extracellular * Transport, mitochondrial * Transport, nuclear * Tyrosine metabolism * Ubiquinone synthesis * Tyrosine metabolism * Transport, extracellular
RE3011M	Transport, extracellular * Transport, mitochondrial * Transport, nuclear * Tyrosine metabolism * Ubiquinone synthesis * Ubiquinone synthesis * Tyrosine metabolism
RE3011R	Transport, extracellular * Transport, mitochondrial * Transport, nuclear * Tyrosine metabolism * Ubiquinone synthesis * Ubiquinone synthesis * Transport, extracellular
RE3012C	Transport, extracellular * Transport, mitochondrial * Transport, nuclear * Tyrosine metabolism * Ubiquinone synthesis * Tyrosine metabolism * Tyrosine metabolism
RE3012M	Transport, extracellular * Transport, mitochondrial * Transport, nuclear * Tyrosine metabolism * Ubiquinone synthesis * Tyrosine metabolism * Tyrosine metabolism
RE3012R	Transport, extracellular * Transport, mitochondrial * Transport, nuclear * Tyrosine metabolism * Ubiquinone synthesis * Tyrosine metabolism * Transport, extracellular
RE3013C	Transport, extracellular * Transport, mitochondrial * Transport, nuclear * Tyrosine metabolism * Ubiquinone synthesis * Transport, nuclear * Tyrosine metabolism
RE3014R	Transport, extracellular * Transport, mitochondrial * Transport, nuclear * Tyrosine metabolism * Ubiquinone synthesis * Valine, leucine, and isoleucine metabolism * Transport, extracellular
RE3015R	Transport, extracellular * Transport, mitochondrial * Transport, nuclear * Tyrosine metabolism * Ubiquinone synthesis * Transport, mitochondrial * Transport, extracellular
RE3016R	Transport, extracellular * Transport, mitochondrial * Transport, nuclear * Tyrosine metabolism * Ubiquinone synthesis * Ubiquinone synthesis * Transport, extracellular
RE3017R	Transport, extracellular * Transport, mitochondrial * Transport, nuclear * Tyrosine metabolism * Ubiquinone synthesis * Ubiquinone synthesis * Transport, extracellular
RE3033C	Transport, extracellular * Transport, mitochondrial * Transport, nuclear * Tyrosine metabolism * Transport, nuclear * Transport, nuclear * Tyrosine metabolism
RE3036C	Transport, extracellular * Transport, mitochondrial * Transport, nuclear * Tyrosine metabolism * Transport, nuclear * Ubiquinone synthesis * Tyrosine metabolism
RE3038C	Transport, extracellular * Transport, mitochondrial * Transport, nuclear * Tyrosine metabolism * Transport, nuclear * Sphingolipid metabolism * Tyrosine metabolism
RE3040C	Transport, extracellular * Transport, mitochondrial * Transport, nuclear * Tyrosine metabolism * Valine, leucine, and isoleucine metabolism * Tyrosine metabolism * Tyrosine metabolism
RE3041C	Transport, extracellular * Transport, mitochondrial * Transport, nuclear * Tyrosine metabolism * Valine, leucine, and isoleucine metabolism * Ubiquinone synthesis * Tyrosine metabolism
RE3044C	Transport, extracellular * Transport, mitochondrial * Transport, nuclear * Tyrosine metabolism * Valine, leucine, and isoleucine metabolism * Valine, leucine, and isoleucine metabolism * Tyrosine metabolism
RE3050R	Transport, extracellular * Transport, mitochondrial * Transport, nuclear * Tyrosine metabolism * Transport, mitochondrial * Tyrosine metabolism * Transport, extracellular
RE3051C	Transport, extracellular * Transport, mitochondrial * Transport, nuclear * Tyrosine metabolism * Transport, mitochondrial * Ubiquinone synthesis * Tyrosine metabolism
RE3052C	Transport, extracellular * Transport, mitochondrial * Transport, nuclear * Tyrosine metabolism * Transport, mitochondrial * Tyrosine metabolism * Tyrosine metabolism
